Drug Name,Price (Dhs),Usage
Tritazide 10 Mg125 Mg Comprime Secable 2,63.3,Traitement de l'hypertension. ; Cette association à dose fixe est indiquée chez les patients dont la pression artérielle n'est pas adéquatement contrôlée par le ramipril seul ou l'hydrochlorothiazide seul.
Tritazide 10 Mg25 Mg Comprime Secable,63.3,Traitement de l'hypertension. ; Cette association à dose fixe est indiquée chez les patients dont la pression artérielle n'est pas adéquatement contrôlée par le ramipril seul ou l'hydrochlorothiazide seul.
Tritazide 5 Mg25 Mg Comprime Secable 2,107.5,Traitement de l'hypertension. ; Cette association à dose fixe est indiquée chez les patients dont la pression artérielle n'est pas adéquatement contrôlée par le ramipril seul ou l'hydrochlorothiazide seul.
Trulicity 0 75 Mg Solution Injectable En Stylo Pre Rempli,1171.0,"En monothérapie, lorsque le régime alimentaire et l'exercice physique ne permettent pas d'obtenir un contrôle adéquat de la glycémie chez les patients qui ne peuvent recevoir un traitement par metformine du fait d'une intolérance ou de contre-indications. Dans ce cas, la posologie recommandée est de 0,75 mg de dulaglutide par semaine ; ; en association avec d'autres hypoglycémiants, y compris l'insuline, lorsque ces derniers, associés à un régime alimentaire et à une activité physique, ne permettent pas d'obtenir un contrôle adéquat de la glycémie. Dans ce cas, la posologie recommandée est de 1,5 mg de dulaglutide par semaine, sauf cas particuliers."
Trulicity1 5 Mg Solution Injectable Sc En Stylo Pre Rempli,1171.0,"En monothérapie, lorsque le régime alimentaire et l'exercice physique ne permettent pas d'obtenir un contrôle adéquat de la glycémie chez les patients qui ne peuvent recevoir un traitement par metformine du fait d'une intolérance ou de contre-indications. Dans ce cas, la posologie recommandée est de 0,75 mg de dulaglutide par semaine ; ; en association avec d'autres hypoglycémiants, y compris l'insuline, lorsque ces derniers, associés à un régime alimentaire et à une activité physique, ne permettent pas d'obtenir un contrôle adéquat de la glycémie. Dans ce cas, la posologie recommandée est de 1,5 mg de dulaglutide par semaine, sauf cas particuliers."
Tuneluz 20 Mg Gelule,66.7,"Adulte ; Episodes dépressifs majeurs (c'est-à-dire caractérisés). ; Troubles obsessionnels compulsifs. ; Boulimie: en complément d'une psychothérapie, indiqué dans la diminution de la fréquence des crises de boulimie et des vomissements ou prise de laxatifs. ; Enfant âgé de 8 ans et plus et adolescent ; Episode dépressif majeur (c'est-à-dire caractérisé) modéré à sévère, en cas de non réponse à l'issue de 4 à 6 séances de prise en charge psychothérapeutique. Le traitement antidépresseur ne devrait être proposé pour un enfant ou un adolescent souffrant de dépression modérée à sévère qu'en association à une prise en charge psychothérapeutique concomitante."
Tuneluz 20 Mg Gelule 2,133.9,"Adulte ; Episodes dépressifs majeurs (c'est-à-dire caractérisés). ; Troubles obsessionnels compulsifs. ; Boulimie: en complément d'une psychothérapie, indiqué dans la diminution de la fréquence des crises de boulimie et des vomissements ou prise de laxatifs. ; Enfant âgé de 8 ans et plus et adolescent ; Episode dépressif majeur (c'est-à-dire caractérisé) modéré à sévère, en cas de non réponse à l'issue de 4 à 6 séances de prise en charge psychothérapeutique. Le traitement antidépresseur ne devrait être proposé pour un enfant ou un adolescent souffrant de dépression modérée à sévère qu'en association à une prise en charge psychothérapeutique concomitante."
Tuneluz 20 Mg Gelule 4,176.7,"Adulte ; Episodes dépressifs majeurs (c'est-à-dire caractérisés). ; Troubles obsessionnels compulsifs. ; Boulimie: en complément d'une psychothérapie, indiqué dans la diminution de la fréquence des crises de boulimie et des vomissements ou prise de laxatifs. ; Enfant âgé de 8 ans et plus et adolescent ; Episode dépressif majeur (c'est-à-dire caractérisé) modéré à sévère, en cas de non réponse à l'issue de 4 à 6 séances de prise en charge psychothérapeutique. Le traitement antidépresseur ne devrait être proposé pour un enfant ou un adolescent souffrant de dépression modérée à sévère qu'en association à une prise en charge psychothérapeutique concomitante."
Tussiphan Sirop,13.8,"Traitement symptomatique des toux non productives gênantes, en particulier à prédominance nocturne."
Twynsta 40Mg5Mg Comprime,214.0,Traitement de l'hypertension artérielle essentielle chez l'adulte.
Twynsta 80Mg10 Mg Comprime,268.0,Traitement de l'hypertension artérielle essentielle chez l'adulte.
Twynsta 80Mg5 Mg Comprime,267.0,Traitement de l'hypertension artérielle essentielle chez l'adulte.
Tyara 20 Mg Comprime 2,206.0,Traitement de la dysfonction érectile. ; Une stimulation sexuelle est requise pour que Cialis soit efficace. ; Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. ; Tadalafil n'est pas indiqué chez la femme.
Tygacil 50 Mg Poudre Pour Perfusion,3321.0,"Tygacil est indiqué pour le traitement des infections suivantes, pour autant qu'elles soient provoquées par des agents infectieux sensibles à la tigécycline : ; - Infections compliquées de la peau et des tissus mous (à l'exclusion des infections de pied diabétique. ; - Infections intra-abdominales compliquées. ; Des échantillons appropriés pour des investigations bactériologiques doivent être prélevés afin d'identifier les agents infectieux et de déterminer leur sensibilité au Tygacil. Un traitement par Tygacil en tant que monothérapie empirique peut être instauré avant que les résultats des investigations bactériologiques soient connus. ; Afin de limiter le développement de bactéries résistantes au médicament et de maintenir l'efficacité de Tygacil et d'autres médicaments antibactériens, Tygacil ne doit être utilisé que pour le traitement d'infections dont on est sûr ou dont on suspecte fortement qu'ils sont causés par des agents infectieux sensibles au Tygacil. ; Si les cultures et les informations sur la sensibilité sont à disposition, il convient d'en tenir compte lors du choix ou de la modification d'une thérapie antibactérienne. En l'absence de ces données, on pourra tenir compte de l'épidémiologie locale et du spectre de sensibilité pour le choix empirique de la thérapie. ; Il convient d'observer les recommandations officielles sur l'usage modéré des antibiotiques, en particulier les recommandations pour une utilisation destinée à empêcher l'augmentation de la résistance aux antibiotiques."
Tykerb 250 Mg Comprime,11182.0,"Traitement du cancer du sein, en association avec la capécitabine, chez les patientes atteintes d'un cancer du sein avancé ou métastatique avec surexpression des récepteurs ErbB2 (HER2) et progression de la maladie après un traitement précédent par le trastuzumab au stade métastatique. ; Source : Compendium.ch - Date : 20 octobre 2025"
Typhim Vi,126.2,"Prévention de la fièvre typhoïde chez les adultes et les enfants de plus de 2 ans, en particulier: voyageurs se rendant en zone d'endémie, migrants, personnel de santé, militaires."
Typhim Vi Flacon De 20 Doses,4766.0,Vaccin contre la thyphoïde
Tyra 20 Mg Comprime Pellicule,81.3,Traitement de la dysfonction érectile. ; Une stimulation sexuelle est requise pour que Cialis soit efficace. ; Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. ; Tadalafil n'est pas indiqué chez la femme.
Tyra 20 Mg Comprime Pellicule 2,60.7,Traitement de la dysfonction érectile. ; Une stimulation sexuelle est requise pour que Cialis soit efficace. ; Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. ; Tadalafil n'est pas indiqué chez la femme.
Tysabri 300 Mg Solution A Diluer Pour Perfusion,14234.0,"TYSABRI est indiqué en monothérapie comme traitement de fond chez les adultes présentant des formes très actives de sclérose en plaques (SEP) rémittente-récurrente pour les groupes de patients ; suivants : ; • Patients présentant une forme très active de la maladie malgré un traitement complet et bien conduit par au moins un traitement de fond. ; ou ; • Patients présentant une sclérose en plaques rémittente-récurrente sévère et d’évolution rapide, ; définie par 2 poussées invalidantes ou plus au cours d’une année associées à 1 ou plusieurs lésion(s) rehaussée(s) après injection de gadolinium sur l’IRM cérébrale ou une augmentation significative de la charge lésionnelle en T2 par rapport à une IRM antérieure récente."
U Gestan 100 Mg Capsule Molle Orale Ou Vaginale,52.1,"Voie orale ; Troubles liés à une insuffisance en progestérone en particulier: ; -	syndrome prémenstruel, ; -	irrégularités menstruelles par dysovulation ou anovulation, ; -	mastopathies bénignes, ; -	préménopause, ; -	traitement substitutif de la ménopause (en complément du traitement estrogénique). ; Voie vaginale ; -	substitution en progestérone au cours des insuffisances ovariennes ou déficits complets des femmes ovarioprives (dons d'ovocytes), ; -	supplémentation de la phase lutéale au cours des cycles de fécondation in vitro (FIV), ; -	supplémentation de la phase lutéale au cours de cycles spontanés ou induits, en cas d'hypofertilité ou de stérilité primaire ou secondaire notamment par dysovulation, ; -	en cas de menace d'avortement ou de prévention d'avortement à répétition par insuffisance lutéale, jusqu'à la 12ème semaine de grossesse. ; Dans toutes les autres indications de la progestérone, la voie vaginale représente une alternative à la voie orale en cas: ; -	d'effets secondaires dus à la progestérone (somnolence après absorption par voie orale)."
U Gestan 200 Mg Capsule Molle Orale Ou Vaginale,62.1,"Voie orale ; Troubles liés à une insuffisance en progestérone en particulier: ; -	syndrome prémenstruel, ; -	irrégularités menstruelles par dysovulation ou anovulation, ; -	mastopathies bénignes, ; -	préménopause, ; -	traitement substitutif de la ménopause (en complément du traitement estrogénique). ; Voie vaginale ; -	substitution en progestérone au cours des insuffisances ovariennes ou déficits complets des femmes ovarioprives (dons d'ovocytes), ; -	supplémentation de la phase lutéale au cours des cycles de fécondation in vitro (FIV), ; -	supplémentation de la phase lutéale au cours de cycles spontanés ou induits, en cas d'hypofertilité ou de stérilité primaire ou secondaire notamment par dysovulation, ; -	en cas de menace d'avortement ou de prévention d'avortement à répétition par insuffisance lutéale, jusqu'à la 12ème semaine de grossesse. ; Dans toutes les autres indications de la progestérone, la voie vaginale représente une alternative à la voie orale en cas: ; -	d'effets secondaires dus à la progestérone (somnolence après absorption par voie orale)."
Ubiprox 250 Mg Comprime Pellicule 4,32.7,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ubiprox 250 Mg Comprime Pellicule 5,64.5,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ubiprox 250 Mg Comprime Pellicule 6,92.5,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ubiprox 500 Mg Comprime Pellicule 3,92.5,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ubiprox 500 Mg Comprime Pellicule 4,129.9,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ubiprox 500 Mg Comprime Pellicule 5,52.8,"La ciprofloxacine est indiquée dans le traitement des infections suivantes. Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibiotiques. ; Avant le début du traitement, il faut tenir compte en particulier des informations disponibles relatives aux résistances, en particulier des recommandations d'utilisation visant à éviter l'augmentation de la résistance aux antibiotiques. ; Dans le cas des infections non compliquées, la ciprofloxacine ne sera utilisé que lorsque d'autres antibiotiques qui sont habituellement recommandés pour le traitement initial des infections en question sont considérés comme inappropriés ou ont échoué. ; Adultes ; •	Infections des voies respiratoires inférieures provoquées par des bactéries à Gram négatif ; o	Exacerbations de la bronchopneumopathie chronique obstructive (BPCO) ; o	Infections bronchopulmonaires en cas de fibrose kystique ou de bronchectasie ; o	Pneumonie ; •	Otite moyenne purulente chronique ; •	Aggravation aiguë de la sinusite chronique, en particulier lorsqu'elle est provoquée par des bactéries à Gram négatif ; •	Infections urinaires ; •	Infections génitales à condition que des souches de Neisseria gonorrhoeae résistantes à la ciprofloxacine aient pu être exclues. ; o	Urétrite et cervicite à gonocoques ; o	Orchi-épididymite ; o	Affections inflammatoires pelviennes (PID) ; •	Infections du tube digestif (par ex. diarrhée de voyage) ; •	Infections intra-abdominales ; •	Infections de la peau et des tissus mous dues à des bactéries à Gram négatif ; •	Otite externe maligne ; •	Infections osseuses et articulaires ; •	Prévention d'infections invasives à Neisseria meningitidis ; •	Inhalation d'agents de la maladie du charbon (prophylaxie post-exposition et traitement) ; La ciprofloxacine convient au traitement des patients neutropéniques avec fièvre, si l'on soupçonne que la fièvre est causée par une infection bactérienne. ; Enfants et adolescents ; •	Infections bronchopulmonaires provoquées par Pseudomonas aeruginosa chez les patients atteints de fibrose kystique. ; •	Chez les enfants dès 1 an comme médicament de troisième choix dans le traitement des infections urinaires compliquées et en cas de pyélonéphrite provoquée par E. coli. L'indication du traitement ne sera posée qu'en accord avec le spécialiste, soit un pédiatre infectiologue ou un infectiologue. ; Chez les enfants et les adolescents, la ciprofloxacine peut également être utilisée en cas d'infections graves si ce traitement est jugé nécessaire. ; Le traitement ne doit être initié que par un médecin expérimenté dans le traitement de la fibrose kystique et/ou d'infections graves chez les enfants et les adolescents. ; Des études cliniques portant sur les indications susmentionnées ont été réalisées. Pour d'autres indications, l'expérience clinique est limitée. ; Les enfants de moins de 6 ans doivent être traités avec une forme galénique adéquate, avec une suspension ou une perfusion de ciprofloxacine. ; Charbon (adultes et enfants) ; Pour la prophylaxie post-exposition et pour le traitement du charbon après inhalation du germe Bacillus anthracis. L'efficacité de la ciprofloxacine dans le charbon a été démontrée par des expérimentations chez l'animal. Chez les enfants, les adolescents et les femmes enceintes, il faut vérifier s'il n'est pas possible de passer à un traitement par (amino )pénicilline lorsqu'on dispose de l'antibiogramme de la souche de Bacillus anthracis impliquée."
Ulcestop 400 Mg Comprime,55.6,- Ulcère gastrique ou duodénal évolutif de l'adulte. ; - Traitement d'entretien de l'ulcère duodénal chez les patients non infectés par Helicobacter pylori ou chez qui l'éradication n'a pas été possible. ; - Traitement de l'œsophagite secondaire au reflux gastro-œsophagien. ; - Traitement symptomatique du reflux gastro-œsophagien. ; - Syndrome de Zollinger-Ellison.
Ulcestop 400 Mg Comprime 2,123.0,- Ulcère gastrique ou duodénal évolutif de l'adulte. ; - Traitement d'entretien de l'ulcère duodénal chez les patients non infectés par Helicobacter pylori ou chez qui l'éradication n'a pas été possible. ; - Traitement de l'œsophagite secondaire au reflux gastro-œsophagien. ; - Traitement symptomatique du reflux gastro-œsophagien. ; - Syndrome de Zollinger-Ellison.
Uloric 40 Mg Comprime Pellicule,103.5,Traitement de l'hyperuricémie chronique ayant déjà entraîné des dépôts d'urate (y compris des antécédents ou la présence de tophus et/ou d'arthrite goutteuse). ; ULORIC est indiqué chez l'adulte.
Uloric 80 Mg Comprime Pellicule,175.4,Traitement de l'hyperuricémie chronique dans les cas où un dépôt d'urate s'est déjà produit (incluant des antécédents ou la présence de tophus et/ou d'arthrite goutteuse).
Ultibro Breezhaler 110 Mcg 50 Mcg Poudre Pour Inhalation En Gelule,676.0,Ultibro Breezhaler est indiqué dans le traitement bronchodilatateur d'entretien chez les patients symptomatiques atteints de bronchopneumopathie chronique obstructive (BPCO) chez qui un traitement en monothérapie par LAMA ou LABA à faible dose n'est pas suffisant. ; Source : Compendium.ch - Date : 20 octobre 2025
