Nom du Médicament,URL,Image URL,Age minimal d'utilisation,Allaitement,Boîte,Classe thérapeutique,Code ATC,Composition,Conservation,Contres-indication(s),Convention de Vienne,Distributeur ou fabriquant,Dosage,Effets indésirable,Grossesse,Indication(s),Laboratoire détenteur de l'AMM dans le pays d'origine,Lien du Produit,Mises en garde,Nature du Produit,Notice en arabe,Notice en français,PPC,PPV,Particularité,Posologies et mode d'administration,Princeps,Prix hospitalier,Présentation,RCP,Risque potentiel de dépendance ou d’abus,Statut,Substance (s) psychoactive (s),Tableau,Tiers Payant
,https://medicament.ma/medicament/reagila-3-mg-gelule-p/,,,,,Antipsychotiques,N05AX15,Cariprazine,,,,PROMOPHARM (HIKMA) (https://medicament.ma/laboratoire/promopharm-s-a/),3 MG,,,Traitement de la schizophrénie chez l'adulte,,,,,,,,765.00 dhs,,,Oui,509.00 dhs,Boite de 28,,,Commercialisé,Oui,A,
,https://medicament.ma/medicament/reagila-4-5-mg-gelule-p/,,,,,Antipsychotiques,N05AX15,Cariprazine,,,,PROMOPHARM (HIKMA) (https://medicament.ma/laboratoire/promopharm-s-a/),4.5 MG,,,Traitement de la schizophrénie chez l'adulte,,,,,,,,765.00 dhs,,,Oui,509.00 dhs,Boite de 28,,,Commercialisé,Oui,A,
,https://medicament.ma/medicament/reagila-6-5-mg-gelule-p/,,,,,Antipsychotiques,N05AX15,Cariprazine,,,,PROMOPHARM (HIKMA) (https://medicament.ma/laboratoire/promopharm-s-a/),6 MG,,,Traitement de la schizophrénie chez l'adulte,,,,,,,,765.00 dhs,,,Oui,509.00 dhs,Boite de 28,,,Commercialisé,Oui,A,
,https://medicament.ma/medicament/rebif-22-%c2%b5g/,,,,,"Immunomodulateur, interféron lors de sclérose en plaques",L03AB07,Interféron bêta 1 a,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,PROMOPHARM (HIKMA) (https://medicament.ma/laboratoire/promopharm-s-a/),22 µg,,,"- traitement des patients ayant présenté un seul événement démyélinisant accompagné d’un processus inflammatoire actif, si les diagnostics différentiels possibles ont été exclus et si ces patients sont considérés à haut risque de développer une sclérose en plaques cliniquement définie. | - traitement des patients atteints de sclérose en plaques de type récurrente. Dans les essais cliniques, celle-ci était caractérisée par deux poussées ou plus survenues au cours des deux années précédentes. | Son efficacité n’a pas été démontrée chez les patients atteints de la forme secondairement progressive de sclérose en plaques évoluant sans poussées associées.",,,,Médicament,,,,6192.00 dhs,,,Oui,5963.00 dhs,Boîte de 12 seringues,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/rebif-44-%c2%b5g/,,,,,"Immunomodulateur, interféron lors de sclérose en plaques",L03AB07,Interféron bêta 1 a,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,PROMOPHARM (HIKMA) (https://medicament.ma/laboratoire/promopharm-s-a/),44 µg,,,"- traitement des patients ayant présenté un seul événement démyélinisant accompagné d’un processus inflammatoire actif, si les diagnostics différentiels possibles ont été exclus et si ces patients sont considérés à haut risque de développer une sclérose en plaques cliniquement définie. | - traitement des patients atteints de sclérose en plaques de type récurrente. Dans les essais cliniques, celle-ci était caractérisée par deux poussées ou plus survenues au cours des deux années précédentes. | Son efficacité n’a pas été démontrée chez les patients atteints de la forme secondairement progressive de sclérose en plaques évoluant sans poussées associées.",,,,Médicament,,,,8266.00 dhs,,,Oui,8097.00 dhs,Boîte de 12 seringues,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/reconnect-comprime-pellicule-2/,,,,,"ReConnect est un complément alimentaire de composition énergisante, ayant un effet bénéfique sur la fatigue",,Coenzyme Q10 | NADH (Co-E1) | sérine | vitamine C,,,,IBERMA (https://medicament.ma/laboratoire/iberma/),,,,- Concentration | - Mémoire | - Agilité mentale et clarté | - Ambiance | - Fibromyalgie | - Soutien physique | - CFS | - Troubles de sommeil | - Stress | - Capacité d’apprentissage,,,,Complément alimentaire,,,,119.00 dhs,,,,,Boite de 15,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/reconnect-comprime-pellicule/,,,,,"ReConnect est un complément alimentaire de composition énergisante, ayant un effet bénéfique sur la fatigue",,Coenzyme Q10 | NADH (Co-E1) | sérine | vitamine C,,,,IBERMA (https://medicament.ma/laboratoire/iberma/),,,,- Concentration | - Mémoire | - Agilité mentale et clarté | - Ambiance | - Fibromyalgie | - Soutien physique | - CFS | - Troubles de sommeil | - Stress | - Capacité d’apprentissage,,,,Complément alimentaire,,,209.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/recormon-2000-ui03-ml-solution-injectable/,,,,,"Antianémique, époétine bêta",B03XA01,Erythropoïétine bêta,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,ROCHE S.A (https://medicament.ma/laboratoire/roche-s-a-casablanca/),2000 UI / 0.3 ML,,,"Anémie chez des patients souffrant de néphropathie chronique | Traitement de l'anémie rénale symptomatique nécessitant une transfusion, dans l'insuffisance rénale chronique chez l'adulte, dialysé et non dialysé, et chez l'enfant de plus de 2 ans (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Affections tumorales | Traitement de l'anémie symptomatique chez le patient adulte présentant une affection tumorale non myéloïde et traité par chimiothérapie (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Prélèvement autologue différé (Programme de prélèvement autologue différé) | Augmentation du volume de sang autologue chez un patient participant à un programme de prélèvement autologue différé destiné à éviter les inconvénients de la transfusion homologue. L'utilisation dans cette indication doit être évaluée par rapport au risque accru d'événements thromboemboliques qui a été rapporté. Le traitement est indiqué chez les patients atteints d'une anémie modérée (Hb de 10 à 13 g/dl (de 6,21 à 8,07 mmol/l) sans carence en fer), si les méthodes d'épargne sanguine ne sont pas disponibles ou sont insuffisantes, soit lorsque l'importante intervention prévue nécessite un volume de sang important (au moins 4 unités de sang chez la femme ou au moins 5 unités chez l'homme), soit lorsque la période requise pour obtenir le volume de sang autologue nécessaire est trop courte. | Source : Compendium.ch - Date : 20 octobre 2025",,,,Médicament,,,,1156.00 dhs,,,Oui,882.00 dhs,Boîte de 6 seringues pré-remplies,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/recormon-3000-ui03-ml-solution-injectable/,,,,,"Antianémique, époétine bêta",B03XA01,Epoétine,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,ROCHE S.A (https://medicament.ma/laboratoire/roche-s-a-casablanca/),3000 UI / 0.3 ML,,,"Anémie chez des patients souffrant de néphropathie chronique | Traitement de l'anémie rénale symptomatique nécessitant une transfusion, dans l'insuffisance rénale chronique chez l'adulte, dialysé et non dialysé, et chez l'enfant de plus de 2 ans (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Affections tumorales | Traitement de l'anémie symptomatique chez le patient adulte présentant une affection tumorale non myéloïde et traité par chimiothérapie (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Prélèvement autologue différé (Programme de prélèvement autologue différé) | Augmentation du volume de sang autologue chez un patient participant à un programme de prélèvement autologue différé destiné à éviter les inconvénients de la transfusion homologue. L'utilisation dans cette indication doit être évaluée par rapport au risque accru d'événements thromboemboliques qui a été rapporté. Le traitement est indiqué chez les patients atteints d'une anémie modérée (Hb de 10 à 13 g/dl (de 6,21 à 8,07 mmol/l) sans carence en fer), si les méthodes d'épargne sanguine ne sont pas disponibles ou sont insuffisantes, soit lorsque l'importante intervention prévue nécessite un volume de sang important (au moins 4 unités de sang chez la femme ou au moins 5 unités chez l'homme), soit lorsque la période requise pour obtenir le volume de sang autologue nécessaire est trop courte. | Source : Compendium.ch - Date : 20 octobre 2025",,,,Médicament,,,,1585.00 dhs,,,Oui,1323.00 dhs,6 seringues pré-remplies,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/recormon-30-000-ui06-ml-solution-injectable/,,,,,"Antianémique, époétine bêta",B03XA01,Epoétine,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,ROCHE S.A (https://medicament.ma/laboratoire/roche-s-a-casablanca/),30000 UI / 0.6 ML,,,"Anémie chez des patients souffrant de néphropathie chronique | Traitement de l'anémie rénale symptomatique nécessitant une transfusion, dans l'insuffisance rénale chronique chez l'adulte, dialysé et non dialysé, et chez l'enfant de plus de 2 ans (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Affections tumorales | Traitement de l'anémie symptomatique chez le patient adulte présentant une affection tumorale non myéloïde et traité par chimiothérapie (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Prélèvement autologue différé (Programme de prélèvement autologue différé) | Augmentation du volume de sang autologue chez un patient participant à un programme de prélèvement autologue différé destiné à éviter les inconvénients de la transfusion homologue. L'utilisation dans cette indication doit être évaluée par rapport au risque accru d'événements thromboemboliques qui a été rapporté. Le traitement est indiqué chez les patients atteints d'une anémie modérée (Hb de 10 à 13 g/dl (de 6,21 à 8,07 mmol/l) sans carence en fer), si les méthodes d'épargne sanguine ne sont pas disponibles ou sont insuffisantes, soit lorsque l'importante intervention prévue nécessite un volume de sang important (au moins 4 unités de sang chez la femme ou au moins 5 unités chez l'homme), soit lorsque la période requise pour obtenir le volume de sang autologue nécessaire est trop courte. | Source : Compendium.ch - Date : 20 octobre 2025",,,,Médicament,,,,8968.00 dhs,,,Oui,8800.00 dhs,4 seringues pré-remplies,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/recormon-5000-ui03-ml-solution-injectable/,,,,,"Antianémique, époétine bêta",B03XA01,Epoétine,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,ROCHE S.A (https://medicament.ma/laboratoire/roche-s-a-casablanca/),5000 UI / 0.3 ML,,,"Anémie chez des patients souffrant de néphropathie chronique | Traitement de l'anémie rénale symptomatique nécessitant une transfusion, dans l'insuffisance rénale chronique chez l'adulte, dialysé et non dialysé, et chez l'enfant de plus de 2 ans (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Source : Compendium.ch - Date : 20 octobre 2025 | Source : Compendium.ch - Date : 20 octobre 2025 | Affections tumorales | Traitement de l'anémie symptomatique chez le patient adulte présentant une affection tumorale non myéloïde et traité par chimiothérapie (en ce qui concerne les taux d'Hb limites, voir «Posologie/Mode d'emploi»). | Prélèvement autologue différé (Programme de prélèvement autologue différé) | Augmentation du volume de sang autologue chez un patient participant à un programme de prélèvement autologue différé destiné à éviter les inconvénients de la transfusion homologue. L'utilisation dans cette indication doit être évaluée par rapport au risque accru d'événements thromboemboliques qui a été rapporté. Le traitement est indiqué chez les patients atteints d'une anémie modérée (Hb de 10 à 13 g/dl (de 6,21 à 8,07 mmol/l) sans carence en fer), si les méthodes d'épargne sanguine ne sont pas disponibles ou sont insuffisantes, soit lorsque l'importante intervention prévue nécessite un volume de sang important (au moins 4 unités de sang chez la femme ou au moins 5 unités chez l'homme), soit lorsque la période requise pour obtenir le volume de sang autologue nécessaire est trop courte. | Source : Compendium.ch - Date : 20 octobre 2025",,,,Médicament,,,,2542.00 dhs,,,Oui,2205.00 dhs,6 seringues pré-remplies,,,Commercialisé,,A,Oui
,https://medicament.ma/medicament/rectis-20-mg-comprime-pellicule-3/,,,,,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,G04BE08,Tadalafil,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,Traitement de la dysfonction érectile. | Une stimulation sexuelle est requise pour que Cialis soit efficace. | Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. | Tadalafil n'est pas indiqué chez la femme.,,,,,,,,205.00 dhs,,,,128.50 dhs,Boite de 4,,,Commercialisé,,A,
,https://medicament.ma/medicament/rectis-20-mg-comprime-pellicule/,,,,,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,G04BE08,Tadalafil,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,Traitement de la dysfonction érectile. | Une stimulation sexuelle est requise pour que Cialis soit efficace. | Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. | Tadalafil n'est pas indiqué chez la femme.,,,,,,,,60.70 dhs,,,,38.00 dhs,Boite unitaire,,,Commercialisé,,A,
,https://medicament.ma/medicament/rectis-20-mg-comprime-pellicule-2/,,,,,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,G04BE08,Tadalafil,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,Traitement de la dysfonction érectile. | Une stimulation sexuelle est requise pour que Cialis soit efficace. | Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. | Tadalafil n'est pas indiqué chez la femme.,,,,,,,,102.80 dhs,,,,64.20 dhs,Boite de 2,,,Commercialisé,,A,
,https://medicament.ma/medicament/rectis-20-mg-comprime-pellicule-4/,,,,,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,G04BE08,Tadalafil,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),5 MG,,,Traitement de la dysfonction érectile. | Une stimulation sexuelle est requise pour que Cialis soit efficace. | Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. | Tadalafil n'est pas indiqué chez la femme.,,,,,,,,210.00 dhs,,,,131.40 dhs,Boite de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/rectis-5-mg-comprime-pellicule/,,,,,Inhibiteur de la phosphodiestérase de type 5 lors de dysfonction érectile,G04BE08,Tadalafil,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),5 MG,,,Traitement de la dysfonction érectile. | Une stimulation sexuelle est requise pour que Cialis soit efficace. | Traitement des symptômes fonctionnels d'une hyperplasie bénigne de la prostate. | Tadalafil n'est pas indiqué chez la femme.,,,,,,,,457.00 dhs,,,,304.00 dhs,Boite de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/redlip-20-mg-comprime-pellicule/,,,,,"Hypolipémiant, inhibiteur de la HMG-CoA réductase",C10AA01,Simvastatine,,,,ATLAS PHARM (https://medicament.ma/laboratoire/atlas-pharm/),20 MG,,,"Hypercholestérolémies | Traitement des hypercholestérolémies primaires ou des dyslipidémies mixtes, en complément du régime, lorsque la réponse au régime et aux autres traitements non pharmacologiques (par exemple, exercice physique, perte de poids) s'avère insuffisante. | Traitement des hypercholestérolémies familiales homozygotes (HFHo) en complément du régime et des autres traitements hypolipidémiants (par exemple aphérèse des LDL) ou si de tels traitements sont inappropriés. | Prévention cardiovasculaire | Réduction de la mortalité et de la morbidité cardiovasculaires chez les patients ayant une pathologie cardiovasculaire avérée d'origine athéroscléreuse ou un diabète, avec cholestérol normal ou élevé en complément de l'effet de la correction des autres facteurs de risque et des autres traitements cardioprotecteurs.",,,,Médicament,,,,97.60 dhs,,,,61.00 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/redlip-40-mg-comprime-pellicule/,,,,,Hypolipémiant,C10AA01,Simvastatine,,,,ATLAS PHARM (https://medicament.ma/laboratoire/atlas-pharm/),40 MG,,,"Hypercholestérolémies | Traitement des hypercholestérolémies primaires ou des dyslipidémies mixtes, en complément du régime, lorsque la réponse au régime et aux autres traitements non pharmacologiques (par exemple, exercice physique, perte de poids) s'avère insuffisante. | Traitement des hypercholestérolémies familiales homozygotes (HFHo) en complément du régime et des autres traitements hypolipidémiants (par exemple aphérèse des LDL) ou si de tels traitements sont inappropriés. | Prévention cardiovasculaire | Réduction de la mortalité et de la morbidité cardiovasculaires chez les patients ayant une pathologie cardiovasculaire avérée d'origine athéroscléreuse ou un diabète, avec cholestérol normal ou élevé en complément de l'effet de la correction des autres facteurs de risque et des autres traitements cardioprotecteurs.",,,,Médicament,,,,138.00 dhs,,,,86.20 dhs,Boîte de 30,,,Commercialisé,,A,
,https://medicament.ma/medicament/refacto-af-1000-ui-injectable-poudre-flacon/,,,,,Facteur de coagulation,B02BD02,Moroctocog alfa,,,,PFIZER MAROC (https://medicament.ma/laboratoire/pfizer-maroc/),1000 UI,,,"Traitement et prophylaxie des épisodes hémorragiques chez les patients atteints d’hémophilie A | (déficit congénital en facteur VIII). | ReFacto AF peut être utilisé chez l’adulte et chez l’enfant de tout âge, y compris chez le nouveau-né. | ReFacto AF ne contient pas de facteur von Willebrand, et n’est donc pas indiqué chez les sujets | atteints de la maladie de von Willebrand.",,,,Médicament,,,,6377.00 dhs,,,Oui,6153.00 dhs,Boîte de 1 seringue,,,Commercialisé,,A,
,https://medicament.ma/medicament/refluxaid-sirop/,,,,,,,,,,,PROMOPLUS PHARMA (https://medicament.ma/laboratoire/promoplus-pharma/),,,,,,,,Dispositif médical,,,65.00 dhs,,,,,,Flacon de 250 ML,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/regaxidil-5-solution-pour-application-cutanee/,,,,,Minoxidil à usage local,D11AX01,Minoxidil,,,,RIM PHARMA (https://medicament.ma/laboratoire/rim/),5 %,,,"Ce médicament est indiqué en cas de chute de cheveux modérée (alopécie androgénétique) de l'adulte, homme ou femme. Il favorise la pousse des cheveux et stabilise le phénomène de chute.",,,,Médicament,,,,242.00 dhs,,,,151.90 dhs,Flacon de 60 ml,,,Commercialisé,,A,
,https://medicament.ma/medicament/regor-35-mg-comprime-pellicule/,,,,,"Régulateur du métabolisme osseux, bisphosphonate",M05BA07,Risedronate,,,,PHARMIS (https://medicament.ma/laboratoire/pharmis/),35 MG,,,"· Traitement de l'ostéoporose post-ménopausique pour réduire le risque de fractures vertébrales. | · Traitement de l'ostéoporose post-ménopausique avérée, pour réduire le risque de fractures de hanche. | · Traitement de l'ostéoporose chez l'homme à haut risque de fracture.",,,,Médicament,,,,441.00 dhs,,,,293.00 dhs,Boite de 12,,,Commercialisé,,A,
,https://medicament.ma/medicament/regor-35-mg-comprime-pellicule-2/,,,,,"Régulateur du métabolisme osseux, bisphosphonate",M05BA07,Risedronate,,,,PHARMIS (https://medicament.ma/laboratoire/pharmis/),35 MG,,,"· Traitement de l'ostéoporose post-ménopausique pour réduire le risque de fractures vertébrales. | · Traitement de l'ostéoporose post-ménopausique avérée, pour réduire le risque de fractures de hanche. | · Traitement de l'ostéoporose chez l'homme à haut risque de fracture.",,,,Médicament,,,,177.60 dhs,,,,111.00 dhs,Boite de 4,,,Commercialisé,,A,
,https://medicament.ma/medicament/relaxium-b6-gelule/,,,,,Oligoélements,,Magnésium (150 MG) | vitamine B6,,,,DEVA PHARMACEUTIQUE (https://medicament.ma/laboratoire/deva-pharmaceutique/),150 MG,,,"Nervosité, irritabilité, fatigabilité, crampes musculaires, difficultés d'endormissement et de concentration",,,,Complément alimentaire,,,87.00 dhs,,,,,,Boite de 60,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/relaxium-b6-gelule-2/,,,,,Oligoélements,,Magnésium (300 MG) | vitamine B6,,,,DEVA PHARMACEUTIQUE (https://medicament.ma/laboratoire/deva-pharmaceutique/),300 MG,,,"Nervosité, irritabilité, fatigabilité, crampes musculaires, difficultés d'endormissement et de concentration",,,,Complément alimentaire,,,87.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/relaxium-b6-gelule-3/,,,,,Oligoélements,,Magnésium (375 MG) | vitamine B6,,,,DEVA PHARMACEUTIQUE (https://medicament.ma/laboratoire/deva-pharmaceutique/),375 MG,,,"Nervosité, irritabilité, fatigabilité, crampes musculaires, difficultés d'endormissement et de concentration",,,,Complément alimentaire,,,139.00 dhs,,,,,,Boite de 60,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/relaxium-b6-gelule-4/,,,,,Oligoélements,,Magnésium (375 MG) | vitamine B6,,,,DEVA PHARMACEUTIQUE (https://medicament.ma/laboratoire/deva-pharmaceutique/),375 MG,,,"Nervosité, irritabilité, fatigabilité, crampes musculaires, difficultés d'endormissement et de concentration",,,,Complément alimentaire,,,99.00 dhs,,,,,,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/relaxol-500-mg-2mg-comprime/,,,,,"Antalgique, antipyrétique, décontracturant et myorelaxant",M03,Paracetamol | Thiocolchicoside,,,,COOPER PHARMA (https://medicament.ma/laboratoire/cooper-maroc/),500 MG | 2 MG,,,Traitement d'appoint des contractures musculaires douloureuses en rhumatologie.,,,,Médicament,,,,49.60 dhs,,,,31.00 dhs,Boîte de 20,,,Commercialisé,,A,
,https://medicament.ma/medicament/relief-comprime/,,,,,,,,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,190.00 dhs,,Fournisseur : PHARMSEL,,,,Boite de 24,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/relpax-40-mg-comprime/,,,,,Anti-migraineux,N02CC06,Elétriptan,,,,VIATRIS PHARMACEUTICALS (https://medicament.ma/laboratoire/viatris-pharmaceuticals/),40 MG,,,Traitement d’attaque de la crise migraineuse avec ou sans aura.,,,,Médicament,,,,90.40 dhs,,,Oui,56.50 dhs,Boîte de 2,,,Commercialisé,,A,
,https://medicament.ma/medicament/relpax-40-mg-comprime-2/,,,,,Anti-migraineux,N02CC06,Elétriptan,,,,VIATRIS PHARMACEUTICALS (https://medicament.ma/laboratoire/viatris-pharmaceuticals/),40 MG,,,Traitement d’attaque de la crise migraineuse avec ou sans aura.,,,,Médicament,,,,251.00 dhs,,,Oui,157.10 dhs,Boîte de 6,,,Commercialisé,,A,
,https://medicament.ma/medicament/remicade-100-mg-poudre-pour-solution-a-diluer-pour-perfusion/,,,,,"Inhibiteur du TNF alpha, anticorps monoclonal chimérique humain-murin",L04AB02,Infliximab,À conserver à une température comprise entre +2°C et +8°C. Ne pas congeler.,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),100 MG,,,"Polyarthrite rhumatoïde | Infliximab est indiqué, en association avec le méthotrexate, pour la réduction des signes et symptômes, pour l’amélioration de la capacité fonctionnelle et pour le ralentissement de la progression de la destruction articulaire, chez les patients adultes atteints d’une maladie active et n’ayant pas suffisamment répondu au méthotrexate, et chez les patients adultes atteints d’une maladie sévère active et évolutive, non traités auparavant par le méthotrexate ou d’autres DMARDs. Infliximab ne doit être administré que par des médecins expérimentés dans la prise en charge de patients souffrant de polyarthrite rhumatoïde active. | Arthrite psoriasique | Infliximab est indiqué pour la réduction des signes et symptômes de l’arthrite chez les patients atteints d’arthrite psoriasique active, n’ayant pas suffisamment répondu aux autres traitements de fond. | Maladie de Bechterew/Spondylarthrite ankylosante | Infliximab est indiqué pour la réduction des signes et des symptômes, ainsi que pour l’amélioration de la capacité fonctionnelle chez les patients adultes souffrant d’une maladie active sévère et n’ayant pas répondu aux traitements conventionnels (physiothérapie, AINS). | Maladie de Crohn chez l'adulte et l'enfant | Adultes (≥18 ans): | Infliximab est indiqué dans le traitement de la maladie de Crohn active modérée à sévère chez les patients adultes n'ayant pas répondu à un traitement conventionnel complet et adéquat par corticostéroïdes et/ou immunosuppresseurs. L'objectif du traitement est la réduction des symptômes et le maintien d'une rémission clinique. | Traitement de la maladie de Crohn fistulisée, sévère, chez les patients adultes n'ayant pas répondu à un traitement conventionnel complet et adéquat (comprenant antibiotiques, drainage et immunosuppresseurs). | Maladie de Crohn chez l'enfant et l'adolescent (de 6 à 17 ans): | Infliximab est indiqué dans le traitement de la maladie de Crohn active, sévère et évolutive, chez les enfants et les adolescents n'ayant pas répondu à un traitement conventionnel complet et adéquat, ou chez lesquels ce traitement est mal toléré ou contre-indiqué. Infliximab a été étudié uniquement en association avec un traitement immunosuppresseur conventionnel. | Colite ulcéreuse chez l'adulte et l'enfant | Adultes (≥18 ans): | Infliximab est indiqué pour le traitement de la colite ulcéreuse active modérée à sévère chez les patients adultes répondant de manière insuffisante ou présentant une intolérance à un traitement conventionnel complet et adéquat, y compris 5-ASA, corticostéroïdes et 6-MP ou AZA. | Colite ulcéreuse chez l'enfant et l'adolescent (de 6 à 17 ans): | Infliximab est indiqué pour le traitement de la colite ulcéreuse active modérée à sévère chez les patients pédiatriques âgés de 6 à 17 ans qui répondent de manière insuffisante à un traitement conventionnel, y compris les corticostéroïdes et la 6-MP ou l'AZA, ou présentent une intolérance ou une contre-indication à un tel traitement. | Psoriasis | Infliximab est indiqué chez les patients adultes présentant un psoriasis en plaques modéré à sévère, pour lesquels une photothérapie ou des traitements systémiques conventionnels se sont avérés inappropriés ou insuffisants. La sécurité et l’efficacité d’un traitement d’une durée de plus d’un an n’ont pas été étudiées.",,,,Médicament,,,,4576.00 dhs,,,Oui,4299.00 dhs,Flacon de 20 ml,,,Commercialisé,,A,
,https://medicament.ma/medicament/remox-20-mg-comprime-dispersible/,,,,,Anti-inflammatoire non stéroïdien,M01AC01,Piroxicam,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué. | La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",,,,Médicament,,,,39.00 dhs,,,,24.40 dhs,Boîte de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/remox-20-mg-gelule/,,,,,Anti-inflammatoire non stéroïdien,M01AC01,Piroxicam,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué. | La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",,,,Médicament,,,,39.00 dhs,,,,24.40 dhs,Boîte de 10,,,Commercialisé,,A,
,https://medicament.ma/medicament/remox-20-mg-suppositoire/,,,,,"Anti-inflammatoire non stéroïdien, oxicam",M01AC01,Piroxicam,,,,AFRIC-PHAR (https://medicament.ma/laboratoire/afric-phar/),20 MG,,,"Le piroxicam est indiqué dans le traitement symptomatique de l’arthrose, la polyarthrite rhumatoïde ou la spondylarthrite ankylosante. En raison de son profil de tolérance, le piroxicam ne doit pas être utilisé en traitement de première intention lorsqu’un traitement par AINS est indiqué. | La décision de prescrire une spécialité contenant du piroxicam doit être basée sur l’évaluation de l’ensemble des risques spécifiques à chaque patient.",,,,Médicament,,,,42.00 dhs,,,,26.20 dhs,Boîte de 12,,,Commercialisé,,A,
